SKU,Product Id,Status,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Sleeve,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style,Comments,CORE,dyoVersionProductID,dyoVersionInspirationID,images,page-attributes,bundled-products
136636C,,Online,Chuck Taylor All Star Street,Limestone/Varsity Red/Cyber Yellow,Mid,Canvas,Unisex,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,,04/01/13,13 Summer,Runout,650,,,,,FALSE,,,,,N,,,,,
136633C,,Online,Chuck Taylor All Star,Charcoal/Varsity Red,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,,04/01/13,13 Summer,Runout,867,,,,,FALSE,,,,,N,,,,,
136632C,,Online,Chuck Taylor All Star,Black/Royal Blue/Multi,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,,04/01/13,13 Summer,Runout,1083,,,,,FALSE,,,,,N,,,,,
136630F,,Online,Chuck Taylor All Star Knee Hi,Mirage Gray,X-Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Iterations,Extended Height,regular,Chuck Size Chart,Runs a half-size large,65,0,,03/28/13,12/01/12,12 Holiday,Runout,295,,,,,FALSE,,,,,N,,,,,
136629F,,Online,Chuck Taylor All Star Knee Hi,Black,X-Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Iterations,Extended Height,regular,Chuck Size Chart,Runs a half-size large,65,44.97,,01/23/13,12/01/12,12 Holiday,Runout,369,,,,,FALSE,,,,,N,,,,,
136625C,MP_1906,Online,Chuck Taylor All Star Two Fold,White,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Iterations,Seasonals,regular,Chuck Size Chart,Runs a half-size large,60,39.97,,03/28/13,02/01/13,13 Spring,Runout,223,,,,,FALSE,FFFFFF,FF3E96,,,N,,,,,
136624C,MP_1906,Online,Chuck Taylor All Star Two Fold,Mirage Gray,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Iterations,Seasonals,regular,Chuck Size Chart,Runs a half-size large,60,0,,03/28/13,02/01/13,13 Spring,Runout,277,,,,,FALSE,E8E8E8,FF69B4,,,N,,,,,
136623F,MP_1898,Online,Chuck Taylor All Star,Neon Orange,Low,Textile,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,50,0,,03/12/13,03/01/13,13 Spring,Runout,83,,,,,FALSE,FFD39B,,,,N,,,,,
136622F,MP_1897,Online,Chuck Taylor All Star,Neon Orange,Hi,Textile,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/12/13,03/01/13,13 Spring,Runout,66,,,,,FALSE,FFD39B,,,,N,,,,,
136616F,MP_2064,Online,Chuck Taylor All Star,Mirage Gray/White,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Star Print,regular,Chuck Size Chart,Runs a half-size large,60,0,,,03/01/13,13 Spring,Runout,400,,,,,FALSE,,,,,N,,,,,
136615F,MP_2064,Online,Chuck Taylor All Star,Jester Red/White,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Star Print,regular,Chuck Size Chart,Runs a half-size large,60,0,,,03/01/13,13 Spring,Runout,308,,,,,FALSE,,,,,N,,,,,
136613F,MP_2073,Online,Chuck Taylor All Star,Black/White,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Star Print,regular,Chuck Size Chart,Runs a half-size large,55,0,,,03/01/13,13 Spring,Runout,400,,,,,FALSE,,,,,N,,,,,
136610F,,Online,Chuck Taylor All Star  ,A Blue,Slip,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,,04/01/13,13 Summer,Runout,209,,,,,FALSE,,,,,N,,,,,
136604F,,Online,Chuck Taylor All Star LP,White Sand,Low,Cotton,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Washed Twill,regular,Chuck Size Chart,Runs a half-size large,55,0,,,04/01/13,13 Summer,Runout,280,,,,,FALSE,,,,,N,,,,,
136603F,,Online,Chuck Taylor All Star LP,Varsity Red,Low,Cotton,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Washed Twill,regular,Chuck Size Chart,Runs a half-size large,55,0,,,04/01/13,13 Summer,Runout,120,,,,,FALSE,,,,,N,,,,,
136601F,,Offline,Chuck Taylor All Star LP,Athletic Navy,Mid,Cotton,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Washed Twill,regular,Chuck Size Chart,Runs a half-size large,60,0,,,04/01/13,13 Summer,Runout,240,,,,,FALSE,,,,pending,N,,,,,
136600F,,Online,Chuck Taylor All Star LP,Charcoal,Hi,Cotton,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Washed Twill,regular,Chuck Size Chart,Runs a half-size large,60,0,,,04/01/13,13 Summer,Runout,320,,,,,FALSE,,,,,N,,,,,
136592C,MP_1905,Online,Chuck Taylor All Star Chuckout,Olive Drab,Low,Canvas,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/28/13,02/01/13,13 Spring,Runout,308,,,,,FALSE,6E8B3D,,,,N,,,,,
136591C,MP_1905,Online,Chuck Taylor All Star Chuckout,Charcoal Gray,Low,Canvas,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,,02/01/13,13 Spring,Runout,431,,,,,FALSE,,,,,N,,,,,
136589C,MP_1905,Online,Chuck Taylor All Star Chuckout,Black,Low,Canvas,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/28/13,02/01/13,13 Spring,Runout,517,,,,,FALSE,0,,,,N,,,,,
136588C,,Online,Chuck Taylor All Star,Fernway Green,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Collaborations,Green Day,regular,Chuck Size Chart,Runs a half-size large,60,39.97,,02/21/13,01/01/13,13 Spring,Runout,1760,,,,,FALSE,,,,,N,,,,,
136585F,MP_1898,Online,Chuck Taylor All Star,Neon Yellow,Low,Textile,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,50,0,,03/12/13,03/01/13,13 Spring,Runout,226,,,,,FALSE,FFF68F,,,,N,,,,,
136583F,MP_1898,Online,Chuck Taylor All Star,Neon Blue,Low,Textile,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,50,0,,03/12/13,03/01/13,13 Spring,Runout,238,,,,,FALSE,A4D3EE,,,,N,,,,,
136582F,MP_1897,Online,Chuck Taylor All Star,Neon Yellow,Hi,Textile,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/12/13,03/01/13,13 Spring,Runout,164,,,,,FALSE,FFF68F,,,,N,,,,,
136581F,MP_1897,Online,Chuck Taylor All Star,Neon Pink,Hi,Textile,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/12/13,03/01/13,13 Spring,Runout,113,,,,,FALSE,FFB6C1,,,,N,,,,,
136580F,MP_1897,Online,Chuck Taylor All Star,Neon Blue,Hi,Textile,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/12/13,03/01/13,13 Spring,Runout,200,,,,,FALSE,B0E2FF,,,,N,,,,,
136576F,,Online,Chuck Taylor All Star Side Zip,Athletic Navy,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Iterations,Seasonals,regular,Chuck Size Chart,Runs a half-size large,60,0,,01/14/13,12/01/12,12 Holiday,Runout,197,,,,,FALSE,,,,,N,,,,,
136576F,,Online,Chuck Taylor All Star Side Zip,Athletic Navy,Hi,Canvas,Women,All Star,All Star,Chuck Taylor- Seasonal,Side Zip,regular,Chuck Size Chart,Runs a half-size large,60,0,,,01/01/13,13 Spring,Runout,197,,,,,FALSE,,,,,N,,,,,
136573F,MP_1864,Online,Chuck Taylor All Star Multi Tongue,Charcoal,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,01/23/13,01/01/13,13 Spring,Runout,234,,,,,FALSE,919191,,,,N,,,,,
136572F,MP_1864,Online,Chuck Taylor All Star Multi Tongue,Carmine Rose,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,01/23/13,01/01/13,13 Spring,Runout,197,,,,,FALSE,EE1289,,,,N,,,,,
136567F,MP_154,Online,Chuck Taylor All Star,Mirage Gray,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/20/12,12/01/12,12 Holiday,Runout,804,,,,,FALSE,B8B8B8,,,,N,,,,,
136565F,MP_154,Online,Chuck Taylor All Star,Beach Glass,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,12/18/12,12/01/12,12 Holiday,Runout,900,,,,,FALSE,BBFFFF,,,,N,,,,,
136564F,MP_154,Online,Chuck Taylor All Star,B Blue,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,01/23/13,12/01/12,12 Holiday,Runout,820,,,,,FALSE,1874CD,,,,N,,,,,
136563F,MP_148,Online,Chuck Taylor All Star,Mirage Grey,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,01/23/13,03/01/13,13 Spring,Runout,513,,,,,FALSE,E5E5E5,,,,N,,,,,
136561F,MP_148,Online,Chuck Taylor All Star,Beach Glass,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,01/03/12,12/01/12,12 Holiday,Runout,500,,,,,FALSE,00FFFF,,,,N,,,,,
136560F,MP_148,Online,Chuck Taylor All Star,Baja Blue,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,12/20/12,12/01/12,12 Holiday,Runout,510,,,,,FALSE,55,,,,N,,,,,
136551C,MP_1905,Online,Chuck Taylor All Star Chuckout,Varsity Red,Low,Cotton,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,,02/01/13,13 Spring,Runout,222,,,,,FALSE,,,,,N,,,,,
136550C,MP_1905,Online,Chuck Taylor All Star Chuckout,Bleached Sand,Low,Cotton,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,,02/01/13,13 Spring,Runout,345,,,,,FALSE,,,,,N,,,,,
136548C,MP_1905,Online,Chuck Taylor All Star Chuckout,Athletic Navy,Low,Cotton,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,,02/01/13,13 Spring,Runout,431,,,,,FALSE,,,,,N,,,,,
136542C,MP_2053,Offline,Sandstar,Neon Pink/ Prism Pink,,Synthetic,Women,All Star,All Star,Chuck  Taylor- Extensions,Sandstar,regular,Chuck Size Chart,Runs a half-size large,20,0,,,02/01/13,13 Spring,Runout,92,,,,,FALSE,,,,pending,N,,,,,
136540C,MP_2053,Offline,Sandstar,Neon Blue/ Atoll,,Synthetic,Women,All Star,All Star,Chuck  Taylor- Extensions,Sandstar,regular,Chuck Size Chart,Runs a half-size large,20,0,,,02/01/13,13 Spring,Runout,74,,,,,FALSE,,,,pending,N,,,,,
136537C,MP_2053,Offline,Sandstar,Frost Gray,,Synthetic,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Sandstar,regular,Chuck Size Chart,Runs a half-size large,20,0,,,02/01/13,13 Spring,Runout,197,,,,,FALSE,,,,pending,N,,,,,
136534C,MP_2053,Offline,Sandstar,Black,,Synthetic,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Sandstar,regular,Chuck Size Chart,Runs a half-size large,20,0,,,02/01/13,13 Spring,Runout,246,,,,,FALSE,,,,pending,N,,,,,
136510C,,Offline,Jack Purcell Slip LP,Olive Drab,Slip,Cotton,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Stone Wash Textile,regular,Jack Size Chart,Runs true to size,70,0,,,02/01/13,13 Spring,Runout,68,,,,,FALSE,,,,pending,N,,,,,
136505F,MP_154,Offline,Chuck Taylor All Star,Deep Ultramarine,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,,06/01/13,13 Fall,Runout,1773,,,,,FALSE,,,,pending,N,,,,,
136502F,MP_148,Offline,Chuck Taylor All Star,Deep Ultramarine,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,,06/01/13,13 Fall,Runout,1064,,,,,FALSE,,,,pending,N,,,,,
136489C,MP_1726,Online,Converse by John Varvatos Weapon,Silver/Black,Mid,Leather,Unisex,CONS,CONS,Varvatos,Weapon,regular,Standard Size Chart,Runs true to size,250,0,,12/13/12,12/01/12,12 Holiday,Runout,172,,,,,FALSE,CDC9C9,0,,,N,,,,,
136488C,MP_1726,Online,Converse by John Varvatos Weapon,Black/Black,Mid,Leather,Unisex,CONS,CONS,Varvatos,Weapon,regular,Standard Size Chart,Runs true to size,250,0,,12/13/12,12/01/12,12 Holiday,Runout,246,,,,,FALSE,0,,,,N,,,,,
136482C,,Offline,Chuck Taylor All Star Hollis Boot,Pinecone,Hi,Leather,Men,All Star,All Star,Chuck Taylor - Iterations,Mens Boots,regular,Chuck Size Chart,Runs a half-size large,80,0,,,08/01/13,13 Fall,Runout,514,,,,,FALSE,,,,pending,N,,,,,
136419C,MP_292,Online,Design Your Own Chuck Taylor All Star Glow,GLOW,Low,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,0,,02/23/12,02/01/12,12 Spring,Runout,,chuTayOxCanGlow1205,26841,,,FALSE,,,,,N,,,,,
136418C,MP_292,Online,Design Your Own Chuck Taylor All Star Glow,GLOW,Hi,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,0,,02/23/12,02/01/12,12 Spring,Runout,,chuTayHiCanGlow1205,26844,,,FALSE,,,,,N,,,,,
136371C,,Online,Chuck Taylor Slim Leather,Burnt Henna,Low,Leather,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Low Profile SMU,regular,Chuck Size Chart,Runs a half-size large,70,29.99,,11/13/12,10/01/12,12 Fall,Runout,,,,,,FALSE,,,,,N,,,,,
136267C,,Online,Chuck Taylor Chinese New Year,Tango Red,Hi,Leather,Unisex,All Star,All Star,Chuck Taylor- Seasonal,CHinese New Year,regular,Chuck Size Chart,Runs a half-size large,85,49.99,,01/22/13,01/01/13,13 Spring,Runout,747,,,,,FALSE,,,,,N,,,,,
136117C,,Online,Chuck Taylor Chinese New Year,Tango Red/Brown,Low,Textile,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Chinese New Year,regular,Chuck Size Chart,Runs a half-size large,75,54.77,,01/22/13,01/01/13,13 Spring,Runout,533,,,,,FALSE,,,,,N,,,,,
136112C,,Online,Chuck Taylor Chinese New Year,Black,Low,Leather,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Chinese New Year,regular,Chuck Size Chart,Runs a half-size large,100,59.99,,01/14/13,01/01/13,13 Spring,Runout,960,,,,,FALSE,,,,,N,,,,,
135914C,,Offline,Chuck Taylor UK Flag,Navy Blue Multi,Hi,Canvas,Unisex,All Star,All Star                  ,Chuck Taylor - Iterations,Rock Craftmanship,regular,Chuck Size Chart,Runs a half-size large,90,,,,11/01/13,13 Holiday,Runout,923,,,,,FALSE,,,,pending,N,,,,,
135868C,,Online,Chuck Taylor Green Day- Dookie,White/Gold,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor - Collaborations,Green Day,regular,Chuck Size Chart,Runs a half-size large,60,39.97,,02/22/13,01/01/13,13 Spring,Runout,800,,,,,FALSE,,,,,N,,,,,
135774C,,Online,Design Your Own DC Comics,Your Choice,Hi,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,75,,,,,,Runout,,chuTayHiCanDCcom1205,26520,,,FALSE,,,,pending,N,,,,,
135708C,,Online,Pro Leather Suede,Red,Hi,Suede,Unisex,CONS,CONS,HBB,Pro Leather,regular,Standard Size Chart,Runs true to size,65,44.99,,08/23/12,08/01/12,12 Fall,Runout,80,,,,,FALSE,,,,,N,,,,,
135707C,,Online,Pro Leather Suede,Grey,Hi,Suede,Unisex,CONS,CONS,HBB,Pro Leather,regular,Standard Size Chart,Runs true to size,65,44.99,,08/23/12,08/01/12,12 Fall,Runout,102,,,,,FALSE,,,,,N,,,,,
135611F,,Online,Chuck Taylor Dr Seuss- The Lorax,Blue/Multi,Hi,Canvas,Unisex,,All Star,Chuck Taylor - Collaborations,Seuss,regular,Chuck Size Chart,Runs a half-size large,70,,,,,11 Holiday,Runout,,,,,,FALSE,,,,pending,N,,,,,
135537C,,Online,Design Your Own Star Player Ox,Your Choice,Low,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,,,,,,Runout,,staPlaEVOx1007,30897,,,FALSE,,,,pending,N,,,,,
135536C,,Online,Design Your Own Star Player Hi,Your Choice,Hi,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,,,,,,Runout,,staPlaEVMid1101,24355,,,FALSE,,,,pending,N,,,,,
135533C,,Online,Design Your Own Chuck Taylor All Star,Your Choice,Low,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,49.6,0,,,,,Runout,,chuTayOxCanCTCT1006,24352,,,TRUE,,,,,N,,,,,
135532C,,Online,Design Your Own Chuck Taylor All Star,Your Choice,Slip,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,0,,,,,Runout,,chuTaySliOxCan1101,24372,,,TRUE,,,,,N,,,,,
135529C,,Online,Design Your Own Chuck Taylor All Star,Your Choice,Low,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,0,,,,,Runout,,chuTayOxCan1010,30890,,,TRUE,,,,,N,,,,,
135528C,,Online,Design Your Own Chuck Taylor All Star,Your Choice,Hi,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,0,,,,,Runout,,chuTayHiCan1010,30889,,,TRUE,,,,,N,,,,,
135527C,,Online,Design Your Own Chuck Taylor All Star,Your Choice,X-Hi,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,0,,,,,Runout,,chuTayX-HiCan1105,24360,,,TRUE,,,,,N,,,,,
135525C,,Online,Design Your Own Neon Ox,Your Choice,Low,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,,,,,,Runout,,chuTayOxCanNeo1002,24350,,,FALSE,,,,pending,N,,,,,
135524C,,Online,Design Your Own Neon Hi,Your Choice,Hi,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,,,,,,Runout,,chuTayHiCanNeo1002,24349,,,FALSE,,,,pending,N,,,,,
135522C,,Online,Design Your Own Double Tongue,Your Choice,Low,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,70,,,,,,Runout,,chuTayDouTonOxCan1101,30894,,,FALSE,,,,pending,N,,,,,
135521C,,Online,Design Your Own Double Upper Ox,Your Choice,Low,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,75,,,,,,Runout,,chuTayDouUppOxCan1006,30888,,,FALSE,,,,pending,N,,,,,
135520C,,Online,Design Your Own Double Upper Hi,Your Choice,Hi,Canvas,Unisex,CREATE,Create,Converse Create Chuck Taylor?,,dyo,Chuck Size Chart,Runs a half-size large,75,,,,,,Runout,,chuTayDouUppCan1006,30891,,,FALSE,,,,pending,N,,,,,
135514F,MP_154,Online,Chuck Taylor All Star,Snorkel Blue,Low,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,,03/01/13,13 Spring,Runout,880,,,,,FALSE,,,,,N,,,,,
135511F,MP_148,Online,Chuck Taylor All Star,Snorkel Blue,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,,03/01/13,13 Spring,Runout,726,,,,,FALSE,,,,,N,,,,,
135354C,MP_1680,Online,Elm LS,Estate Blue/White,Low,Suede,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,55,0,,,,,,,,,,,TRUE,191970,,,,N,,,,,
135351C,MP_1681,Online,CVO LS,Beluga/Parchment,Low,Leather,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,60,0,,,,,,,,,,,TRUE,0,,,,N,,,,,
135303C,MP_1813,Online,Chuck Taylor Premium Wool,Olive,Hi,Wool,Unisex,All Star,All Star,Chuck Taylor- Seasonal,Waxed Wool,regular,Chuck Size Chart,Runs a half-size large,125,89.99,,10/25/12,10/01/12,12 Holiday,Runout,135,,,,,FALSE,8E8E38,,,,N,,,,,
135300F,,Offline,Chuck Taylor All Star,Olive Branch,Low,Canvas,Men,All Star,All Star,Chuck  Taylor- Extensions,Low Profile,regular,Chuck Size Chart,Runs a half-size large,55,0,,,01/01/13,13 Spring,Runout,246,,,,,FALSE,,,,pending,N,,,,,
135286F,MP_2041,Online,Chuck Taylor DC Comics- Superman,Grey/Red,Hi,Canvas,Unisex,,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,49.99,,,,12 Holiday,Runout,,,,,,FALSE,,,,pending,N,,,,,
135264F,MP_1845,Online,Chuck Taylor All Star LP,Dark Navy,Low,Canvas,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Low Profile,regular,Chuck Size Chart,Runs a half-size large,55,39.99,,01/08/13,12/01/12,12 Holiday,Runout,295,,,,,FALSE,80,,,,N,,,,,
135262F,MP_1844,Online,Chuck Taylor All Star LP,Olive Branch,Hi,Canvas,Unisex,All Star,All Star,Chuck  Taylor- Extensions,Low Profile,regular,Chuck Size Chart,Runs a half-size large,60,44.99,,01/08/13,12/01/12,12 Holiday,Runout,172,,,,,FALSE,6E8B3D,,,,N,,,,,
135198C,MP_2041,Online,Chuck Taylor DC Comics-Teen Titans,Black/Multi,Hi,Canvas,Unisex,All Star,All Star,Chuck Taylor - Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,39.99,,11/20/12,11/01/12,12 Holiday,Runout,1000,,,,,FALSE,,,,,N,,,,,
132906C,MP_1678,Online,Star Player S II Mid,Charcoal,Mid,Suede,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,65,0,,,,,,,,,,,TRUE,808080,,,,N,,,,,
132905C,MP_1678,Online,Star Player S II Mid,Black,Mid,Suede,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,65,0,,,,,,,,,,,TRUE,0,FFFFFF,,,N,,,,,
132904C,MP_1680,Online,Elm LS,White,Low,Canvas,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,50,0,,,,,,,,,,,TRUE,FFFFFF,,,,N,,,,,
132903C,MP_1680,Online,Elm LS,Black/Tan,Low,Canvas,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,50,0,,,,,,,,,,,TRUE,0,,,,N,,,,,
132898C,,Online,KA-One Vulc,Grey/Red,Low,Suede,Unisex,CONS,CONS,Action Culture,Converse Skateboarding,regular,Standard Size Chart,Runs true to size,60,39.99,,08/03/12,06/01/12,12 Fall,Runout,120,,,,,FALSE,,,,,N,,,,,
132895C,MP_2025,Online,Sea Star,Chocolate Truffle,,Suede,Men,,CONS,Skate,CONS,regular,,Runs true to size,55,,,,,12 Fall,Runout,,,,,,FALSE,,,,pending,N,,,,,
132894C,MP_2025,Online,Sea Star,Black/Strong Blue,,Suede,Men,,CONS,Skate,CONS,regular,,Runs true to size,55,,,,,12 Fall,Runout,,,,,,FALSE,,,,pending,N,,,,,
132893C,MP_1672,Online,Sea Star LS,Charcoal,Low,Canvas,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,50,0,,,,,,,,,,,TRUE,8B8682,,,,N,,,,,
132892C,MP_1672,Online,Sea Star LS,Black Mono,Low,Canvas,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,50,0,,,,,,,,,,,TRUE,0,,,,N,,,,,
132891C,MP_1519,Online,Wells,Beluga,Low,Suede,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,55,0,,,,,,,,,,,TRUE,545454,,,,N,,,,,
132890C,MP_1519,Online,Wells,Estate Blue,Low,Suede,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,55,0,,,,,,,,,,,TRUE,191970,,,,N,,,,,
132889C,MP_1519,Online,Wells,White/Black,Low,Suede,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,60,0,,,,,,,,,,,TRUE,FFFFFF,0,,,N,,,,,
132888C,MP_1519,Online,Wells,Black Mono,Low,Leather,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,60,0,,,,,,,,,,,TRUE,0,,,,N,,,,,
132887C,MP_1674,Online,Silo,Moroccan Blue/White,Low,Canvas,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,50,0,,,,,,,,,,,TRUE,6495ED,,,,N,,,,,
132886C,MP_1674,Online,Silo,Dark Earth/White,Low,Canvas,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,50,0,,,,,,,,,,,TRUE,A0522D,f8f8ff,,,N,,,,,
132885C,MP_1674,Online,Silo,Aquatic/White/Strong,Low,Suede,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,50,0,,,,,,,,,,,TRUE,9FB6CD,1874CD,,,N,,,,,
132884C,MP_1674,Online,Silo,Black/Black,Low,Suede,Men,CONS,CONS,,,regular,Standard Size Chart,Runs true to size,55,0,,,,,,,,,,,TRUE,0,,,,N,,,,,
